福建省厦门市翔安区,"[('汇', 5), ('中心', 5), ('景新城', 5), ('三楼', 5), ('交汇处', 4), ('汇景', 4), ('镇马', 4), ('与', 4), ('区政府', 4), ('新店', 4), ('新路', 4), ('(', 3), (')', 3), ('）', 2), ('（', 2), ('楼', 2), ('购物广场', 2), ('-', 2), ('9775', 2), ('3', 2), ('翔安区', 2), ('商城', 2), ('超市', 1), ('新', 1), ('豪友', 1), ('旁', 1), ('东路', 1)]"
浙江省温州市洞头区,"[('-', 2), ('1', 1), ('范', 1), ('601', 1), ('北苑', 1), ('3', 1)]"
广东省广州市天河区大观中路,"[('中路', 1), ('岭南', 1), ('号', 1), ('学院', 1), ('大观', 1), ('492', 1)]"
陕西省西安市未央区三桥街道,"[('街道', 2), ('快捷', 2), ('酒店', 2), ('541', 2), ('号', 2), ('100', 2), ('三桥', 2), ('罗伟', 1), ('双拥', 1), ('路', 1), ('代收', 1), ('s', 1)]"
福建省宁德市蕉城区,"[('臭臭', 1), ('ccw', 1), ('1', 1), ('号楼', 1), ('送货上门', 1), ('嘻嘻', 1), ('上', 1), ('实在', 1), ('曼哈顿', 1), ('东', 1), ('短信', 1), ('A座', 1), ('长溪', 1), ('多大', 1), ('1103', 1), ('富春', 1)]"
上海市上海市宝山区毛家弄路,"[('毛家', 1), ('路', 1), ('小吃', 1), ('如意', 1), ('zl', 1), ('号', 1), ('303', 1), ('弄', 1)]"
辽宁省沈阳市大东区小北关街,"[('街', 3), ('41', 2), ('小', 2), ('号', 2), ('数码', 2), ('大厦', 2), ('北关', 2), ('什字', 1), ('东北', 1), ('市场', 1), ('室', 1), ('710', 1), ('地区', 1), ('通讯', 1), ('大', 1)]"
浙江省杭州市拱墅区香积寺路,"[('派送', 2), ('19951796810', 2), ('127', 2), ('拨打', 2), ('杨德慧', 2), ('号', 2), ('路', 2), ('代收', 2), ('香积寺', 2), ('300', 1), ('-', 1), ('287', 1), ('250', 1)]"
广东省广州市从化区新城东路,"[('二楼', 2), ('新城', 1), ('街口', 1), (')', 1), ('-', 1), ('8176', 1), ('镇', 1), ('大厦', 1), ('号', 1), ('80', 1), ('）', 1), ('福逸华庭', 1), ('东路', 1), ('(', 1)]"
广东省广州市南沙区万达广场金街,"[('南沙', 2), ('万达', 1), ('金街', 1), ('广场', 1), ('二楼', 1), ('区', 1), ('广州', 1)]"
青海省西宁市湟中县,"[('城南', 2), ('超市', 1), ('小区', 1), ('（', 1), ('贾农', 1), ('花苑', 1), ('总寨', 1), ('镇', 1), ('小', 1), ('）', 1), ('西宁', 1), ('电力', 1), ('副食', 1)]"
河南省济源市济源市六巷,"[('六巷', 1), ('花', 1), ('空中', 1), ('一号', 1), ('.', 1), ('园', 1)]"
四川省成都市武侯区大石西路,"[('249', 5), ('3', 5), ('7', 5), ('4', 5), ('单元', 5), ('大石', 5), ('号', 5), ('栋', 5), ('西路', 5), ('房', 3), ('代收', 3), ('陈科', 3), ('了', 2), ('联系', 2), ('房到', 2), ('000', 2), ('QWEQWE', 1), ('HY', 1)]"
上海市上海市静安区顺德路,"[('574', 1), ('号亮', 1), ('姐妹', 1), ('静安区', 1), ('餐厅', 1), ('顺德', 1), ('上海市', 1), ('路', 1)]"
湖南省长沙市长沙县,"[('世界', 16), ('汽车', 16), ('中南', 16), ('电动汽车', 12), ('知豆', 10), ('G36', 9), ('栋', 8), ('号', 7), ('128', 7), ('有限公司', 6), ('高翔', 6), ('湖南', 5), ('专卖店', 4), ('时钟', 3), ('路', 3), ('股份', 3), ('交汇处', 1), ('银行', 1), ('星沙', 1), ('技术', 1), ('饱', 1), ('七分', 1), ('工程', 1), ('水', 1), ('渡河', 1), ('对面', 1), ('二楼', 1), ('凉塘路', 1), ('100', 1), ('学院', 1), ('煲仔饭', 1), ('(', 1), (')', 1), ('板仓', 1), ('中路', 1), ('长沙', 1), ('职业', 1)]"
浙江省台州市临海市,"[('-', 29), ('颐高', 16), ('数码城', 16), ('号', 15), ('后塘路', 13), ('小区', 11), ('1', 10), ('幢', 9), ('路', 7), ('18', 6), ('2', 6), ('村', 6), ('大田', 6), ('鹿城', 5), ('大柏叶', 5), ('3', 5), ('新', 5), ('室', 4), ('科创', 4), ('贸易', 4), ('12', 4), ('13', 4), ('桥头', 4), ('单元', 4), ('大洋', 4), ('中心', 4), ('5', 4), ('绿化', 4), ('城', 4), ('天宇', 4), ('街道', 4), ('超市', 3), ('B122', 3), ('4', 3), ('和', 3), ('(', 3), ('风尚', 3), (')', 3), ('东村', 3), ('酒店', 3), ('新江', 3), ('林', 3), ('电脑', 3), ('米兰', 3), ('1902', 2), ('高', 2), ('139', 2), ('KTV', 2), ('临', 2), ('籽霖', 2), ('路籽霖', 2), ('B1225077', 2), ('人文', 2), ('台州', 2), ('望洋', 2), ('泰晤士', 2), ('贩', 2), ('伟星和院', 2), ('农贸市场', 2), ('B12', 2), ('55', 2), ('美丽', 2), ('小镇', 2), ('苑', 2), ('伟星', 2), ('101', 2), ('桥', 2), ('嘉嘉乐量', 2), ('赖籽霖', 2), ('新村', 2), ('15', 2), ('发廊', 1), ('爱', 1), ('aws', 1), ('301', 1), ('与', 1), ('交接', 1), ('组', 1), ('中部', 1), ('颐', 1), ('24', 1), ('小小', 1), ('181', 1), ('语文', 1), ('警务室', 1), ('工业园区', 1), ('面馆', 1), ('十足', 1), ('ziln', 1), ('B122s222ww', 1), ('路口', 1), ('255', 1), ('步行街', 1), ('东门', 1), ('客户', 1), ('总站', 1), ('大楼', 1), ('B122s222wsws', 1), ('临海', 1), ('B122s', 1), ('谁', 1), ('lzlw', 1), ('回浦', 1), ('44', 1), ('zilin', 1), ('上泛', 1), ('88', 1), ('白塔', 1), ('头', 1), ('28', 1), ('宾馆', 1), ('时光', 1), ('张', 1), ('肯德基', 1), ('zilnd', 1), ('烤鱼', 1), ('B122s222wswssa', 1), ('122121', 1), ('洛河', 1), ('学院', 1), ('w2qs', 1), ('ws', 1), ('交叉路口', 1), ('数码广场', 1), ('办公室', 1), ('江南', 1), ('19', 1), ('医院', 1), ('号楼', 1), ('华为', 1), ('奶爸', 1), ('新片', 1), ('2021', 1), ('大厦', 1), ('q2q', 1), ('路店', 1), ('单元式', 1), ('we65wwe', 1), ('客运', 1), ('超', 1), ('qwr', 1), ('2z', 1), ('公园', 1), ('58', 1), ('号子', 1), ('人生', 1), ('25', 1), ('1602', 1), ('商业街', 1), ('棋牌', 1), ('小学', 1), ('9', 1), ('5487', 1), ('84', 1), ('专卖店', 1), ('3333', 1), ('门卫', 1), ('桥路', 1), ('桑园', 1), ('17', 1), ('1212', 1), ('代收', 1), ('B122s222wsw', 1), ('刘村', 1), ('中学', 1), ('层', 1), ('店', 1), ('183', 1), ('刘', 1), ('B122s222', 1), ('公交车站', 1), ('粮油', 1), ('1703', 1), ('汇溪镇', 1), ('接待', 1), ('B122s2', 1), ('B12251', 1), ('B122s222w', 1)]"
四川省成都市成华区双福三路,"[('街道', 1), ('双福', 1), ('204', 1), ('单元', 1), ('三路', 1), ('号', 1), ('5', 1), ('万年', 1), ('66', 1), ('场', 1)]"
广东省汕尾市陆丰市水厂街,"[('街', 3), ('水厂', 3), ('号', 3), ('88', 2), ('188', 1), ('11', 1)]"
广东省深圳市龙岗区十六巷,"[('巷', 1), ('917', 1), ('新村', 1), ('十六', 1), ('龙岭', 1), ('布吉', 1), ('号', 1), ('8', 1)]"
广东省深圳市龙岗区阜外大街,"[('街道', 1), ('1', 1), ('（', 1), ('二路', 1), ('王', 1), ('西城区', 1), ('阜外', 1), ('大街', 1), ('布吉', 1), ('甘李', 1), ('号', 1), ('）', 1), ('深圳市', 1), ('广东省', 1), ('龙岗区', 1), ('华联商厦', 1)]"
福建省厦门市同安区,"[('大厝里', 23), ('新民', 20), ('塘村', 18), ('镇西', 18), ('同安区', 15), ('快递', 14), ('西塘', 13), ('号', 12), ('东路', 11), ('代收', 10), ('厦门', 10), ('点', 8), ('57', 5), ('小学', 5), ('转林微', 5), ('转林峰', 4), ('村', 4), ('柠枫', 4), ('手机店', 3), ('菜鸟', 3), ('代售点', 3), ('177', 3), ('西路', 3), ('镇', 2), ('73', 2), ('驿站', 2), ('转林', 2), ('隔壁', 2), ('76', 2), ('转林凤', 1), ('微手', 1), ('东海', 1), ('北路', 1), ('转小王', 1), ('AAA', 1), ('方法', 1), ('微西柯', 1), ('大', 1), ('转林枫', 1), ('西科', 1), ('林立', 1), ('部', 1), ('后', 1), ('厦门市', 1), ('XX', 1), ('转林风', 1), ('点课', 1), ('转', 1), ('25', 1), ('二楼', 1), ('国勇收', 1), ('批发', 1), ('基地', 1), ('厝', 1), ('代', 1), ('77', 1), ('西柯', 1), ('破浪', 1), ('柠', 1), ('坑村', 1), ('大街', 1)]"
上海市上海市静安区毛家弄路,"[('毛家', 2), ('号', 2), ('路', 2), ('弄', 2), ('医院', 1), ('560', 1), ('zl', 1), ('579', 1), ('药房', 1), ('苍井', 1), ('恒盛园', 1), ('大', 1)]"
广西壮族自治区南宁市兴宁区民生路,"[('9', 2), ('民生路', 2), ('号', 2), ('南宁市', 1), ('广西', 1), ('兴宁区', 1)]"
浙江省温州市鹿城区康源路,"[('新城', 4), ('大厦', 4), ('123', 3), ('2006', 3), ('号', 3), ('康源路', 3), ('温邦', 2)]"
福建省三明市大田县富山新村一路三巷,"[('富山', 1), ('新村', 1), ('一路', 1), ('号', 1), ('三巷', 1), ('16', 1)]"
广东省广州市黄埔区,"[('广场', 12), ('百事', 10), ('东区', 9), ('北门', 9), ('佳亨晖', 8), ('C21', 8), ('号', 7), ('苹果', 6), ('街道', 6), ('专卖店', 6), ('黄埔区', 5), ('铺', 5), ('荔联', 4), ('(', 4), ('广州市', 4), ('）', 3), ('（', 3), ('东悦', 3), ('一街', 3), ('6', 3), ('桑田', 3), ('长洲岛', 3), (')', 3), ('永和', 3), ('一路', 3), ('黄埔军校', 2), ('-', 2), ('23', 2), ('鼎日', 2), ('缤纷', 2), ('社区', 1), ('辛亥革命', 1), ('幼儿园', 1), ('全区', 1), ('办事处', 1), ('东悦路', 1), ('沧联', 1), ('工商学院', 1), ('khj', 1), ('鼎', 1), ('道路', 1), ('c21', 1), ('。', 1), ('街道办', 1), ('路口', 1), ('南华', 1), ('公交车站', 1), ('佳宏辉', 1), ('201', 1), ('总站', 1), ('佳', 1), ('黄船', 1), ('202', 1), ('纪念馆', 1), ('月', 1)]"
山东省泰安市泰山区,"[('街道', 1), ('北', 1), ('向', 1), ('号楼', 1), ('家电', 1), ('小区', 1), ('（', 1), ('财鑫源', 1), ('2', 1), ('室', 1), ('米路东', 1), ('）', 1), ('3', 1), ('单元', 1), ('100', 1), ('201', 1), ('过道', 1), ('财源', 1), ('三源', 1), ('西侧', 1)]"
广东省肇庆市端州区,"[('栋', 27), ('岗尾', 20), ('朗晴轩', 16), ('门口', 11), ('聪', 11), ('蓝', 11), ('药店', 11), ('名城', 11), ('假日酒店', 11), ('塘村', 11), ('万康', 10), ('晴轩', 10), ('景泰', 10), ('街道', 10), ('附近', 9), ('号', 8), ('市场', 7), ('对面', 7), ('路朗', 7), ('岗尾村', 7), ('-', 7), ('5', 6), ('南门', 5), ('卫生站', 5), ('天鹅堡', 5), ('城东', 5), ('黄岗', 4), ('大厦', 4), ('多', 4), ('9', 4), ('肇庆', 4), ('1', 3), ('轩士', 3), ('13', 3), ('单元', 3), ('二', 3), ('3', 3), ('19', 3), ('朗晴', 3), ('卡', 2), ('505', 2), ('翠雍华庭', 2), ('东门', 2), ('201', 2), ('肉', 2), ('村村', 2), ('12', 2), ('菜市场', 2), ('龙', 2), ('村朗', 2), ('号楼', 2), ('综合', 2), ('情轩', 2), ('端州区', 2), ('电脑城', 2), ('酒店', 2), ('1103', 2), ('记士', 2), ('路郎', 2), ('15', 2), ('明明', 1), ('国民', 1), ('明德', 1), ('楼', 1), ('九', 1), ('岗美路', 1), ('708', 1), ('1079', 1), ('608', 1), ('46', 1), ('肠粉', 1), ('2', 1), ('小', 1), ('石墨', 1), ('36', 1), ('巷', 1), ('1001', 1), ('306', 1), ('号聪', 1), ('黄冈', 1), ('中', 1), ('503', 1), ('1201', 1), ('卡子', 1), ('37', 1), ('楼下', 1), ('333', 1), ('装饰', 1), ('房', 1), ('103', 1), ('803', 1), ('尾', 1), ('花园', 1), ('万康大', 1), ('多聪', 1), ('7', 1), ('花店', 1), ('6', 1), ('明', 1), ('16', 1), ('北门', 1), ('606', 1), ('14', 1), ('102', 1), ('卡名', 1), ('大', 1), ('709', 1), ('二期', 1), ('17', 1), ('巷朗', 1), ('路', 1), ('303', 1), ('大道', 1), ('摩托车', 1), ('西门', 1), ('806', 1), ('分店', 1), ('维修', 1), ('1101', 1), ('药房', 1), ('店聪', 1), ('1301', 1), ('区内', 1)]"
上海市上海市浦东新区,"[('弄', 13), ('号', 10), ('小区', 7), ('香楠', 7), ('248', 6), ('广兰路', 6), ('幢', 4), ('35', 4), ('200', 4), ('张江镇', 4), ('号楼', 3), ('8', 2), ('276', 2), ('23', 2), ('903', 2), ('401', 2), ('16', 2), ('805', 2), ('709', 1), ('57', 1), ('39', 1), ('12', 1), ('17', 1), ('大厦', 1), ('917', 1), ('807', 1), ('1401', 1), ('7', 1), ('813', 1), ('905', 1), ('802', 1), ('33', 1), ('泰习', 1), ('14', 1), ('26', 1)]"
湖北省鄂州市鄂城区祝家湾路,"[('2', 1), ('祝家湾路', 1), ('28', 1), ('黄金', 1), ('号', 1), ('栋', 1), ('水岸', 1)]"
江苏省扬州市邗江区,"[('富丽', 4), ('5', 4), ('栋', 4), ('通讯', 4), ('天惠', 4), ('康城', 4), ('-', 3), ('2', 3), ('单元', 3), ('数码广场', 3), ('阿徐', 3), ('花园', 2), ('403B', 2), ('西郡', 2), ('188', 2), ('楼', 1), ('徐', 1), ('数码', 1), ('公交车站', 1), ('文汇', 1), ('号', 1), ('口阿', 1), ('403b', 1), ('98', 1), ('二', 1), ('电梯', 1), ('西路', 1)]"
上海市上海市静安区,"[('大奥', 37), ('天目', 35), ('西路', 35), ('通讯', 32), ('大厦', 31), ('4', 28), ('华东', 24), ('房', 24), ('中', 22), ('上海市', 22), ('静安区', 22), ('楼', 20), ('商城', 19), ('煌', 19), ('666', 16), ('纹', 11), ('号', 9), ('230', 8), ('联通', 8), ('层', 8), ('炆', 8), ('国际', 7), ('30', 7), ('-', 7), ('城', 5), ('配件', 4), ('代收', 4), ('李', 3), ('栋', 3), ('#', 3), ('189', 3), ('毕保', 3), ('四楼', 3), ('路', 3), ('长安', 3), ('速修', 2), ('小区', 2), ('中房', 2), ('888FW', 2), ('一号', 2), ('郑鑫', 2), ('佳世达', 2), ('时尚', 2), ('弄', 2), ('毛家', 2), ('汤鑫', 2), ('5', 2), ('58', 2), ('店', 2), ('57', 1), ('工作室', 1), ('室', 1), ('205', 1), ('333AAAA', 1), ('与', 1), ('333FW', 1), ('303jstFW', 1), ('963ZLZG', 1), ('乔晓梅', 1), ('1803', 1), ('到', 1), ('32', 1), ('东门', 1), ('库', 1), ('福田区', 1), ('四号', 1), ('(', 1), ('佩兰', 1), ('八号', 1), ('照明', 1), ('零售', 1), ('苹果', 1), ('华强北', 1), ('28', 1), ('33333AAAA', 1), ('303AAAAAAAAAAA', 1), ('AAAAAAFW', 1), ('西区', 1), ('工业区', 1), ('单元', 1), ('45888FW', 1), ('3333FW', 1), ('LH', 1), ('上步', 1), ('汤转', 1), (')', 1), ('303FW', 1), ('3', 1), ('33333Fw', 1), ('交叉口', 1), ('577', 1), ('亭', 1), ('层网', 1), ('路店', 1), ('道路', 1), ('郑', 1), ('愚园', 1), ('电池', 1), ('33FWJST', 1), ('体现', 1), ('出', 1), ('38', 1), ('48888FW', 1), ('军埠', 1), ('16', 1), ('售后', 1), ('科技', 1), ('30408AAAAAAFW', 1), ('幼儿园', 1), ('A11', 1), ('老大', 1), ('33FW', 1), ('西湖', 1), ('牛肉店', 1), ('汤姆', 1), ('333AAAAAA', 1), ('深圳市', 1), ('38888FWJST', 1), ('专卖', 1), ('奥', 1), ('亮', 1), ('33333FW', 1), ('48', 1), ('街道', 1), ('1703', 1), ('547', 1), ('林樵', 1), ('29', 1), ('2332AAAAA', 1), ('30333AAAAA', 1), ('七七', 1), ('闸北区', 1), ('耐普', 1)]"
福建省厦门市同安区大厝里西路,"[('58', 1), ('西塘', 1), ('同安', 1), ('大厝里', 1), ('-', 1), ('喜达', 1), ('部', 1), ('西路', 1), ('56', 1), ('零点', 1)]"
山西省太原市迎泽区钟楼街,"[('钟楼', 1), ('9h5', 1), ('街', 1)]"
广东省惠州市惠东县广汕四路,"[('一十五', 1), ('四路', 1), ('A座', 1), ('广汕', 1)]"
北京市北京市朝阳区广顺北大街,"[('西区', 1), ('2', 1), ('楼', 1), ('-', 1), ('7166', 1), ('广顺', 1), ('116', 1), ('朝阳区', 1), ('号', 1), ('望京', 1), ('总服务台', 1), ('）', 1), ('北大街', 1), ('(', 1), ('花园', 1)]"
黑龙江省哈尔滨市南岗区鸿翔路,"[('街道', 1), ('奋斗', 1), ('2', 1), ('室', 1), ('28', 1), ('名苑', 1), ('单元', 1), ('鸿翔路', 1), ('5', 1), ('路', 1), ('栋', 1), ('701', 1), ('号鸿翔', 1)]"
江苏省南京市玄武区太平北路,"[('宏图', 1), ('旁', 1), ('北路', 1), ('三包', 1), ('116', 1), ('太平', 1), ('彬彬', 1), ('号', 1)]"
江苏省徐州市鼓楼区中山北路,"[('街道', 1), ('牌楼', 1), ('29', 1), ('中山北路', 1), ('号', 1), ('鼓楼区', 1)]"
浙江省杭州市拱墅区大关街道,"[('街道', 3), ('大关', 3), ('号', 3), ('237', 2), ('小胖', 2), ('386', 1), ('388', 1), ('锄头', 1), ('137', 1), ('328', 1)]"
浙江省杭州市拱墅区大关苑路,"[('大关', 3), ('苑路', 3), ('号', 3), ('小常', 3), ('127', 3), ('欧巴', 3), ('558', 2), ('1', 1), ('124', 1)]"
广东省深圳市罗湖区南湖路,"[('号', 5), ('铂金', 4), ('南湖路', 4), ('时代', 4), ('1009', 4), ('公寓', 3), ('街道', 2), ('612', 2), ('南湖', 2), ('12', 1), ('6', 1), ('楼', 1)]"
广东省广州市越秀区,"[('永福路', 1), ('沙头', 1), ('美宜佳', 1), ('档口', 1), ('苏庄', 1), ('大道北', 1), ('广场', 1), ('大街', 1), ('金中', 1), ('大厦', 1), ('21', 1), ('号', 1), ('广州', 1), ('K318', 1), ('大', 1), ('341', 1), ('海印', 1)]"
陕西省西安市新城区皇城西路,"[('有限公司', 1), ('检测', 1), ('西路', 1), ('顺安', 1), ('车辆', 1), ('号', 1), ('皇城', 1), ('Z194', 1)]"
广东省广州市花都区新宝华路,"[('宝华', 1), ('49', 1), ('606', 1), ('田美村', 1), ('新', 1), ('室', 1), ('加创客', 1), ('A', 1), ('号', 1), ('路', 1)]"
江苏省无锡市惠山区海瑞路,"[('惠山区', 1), ('百香', 1), ('122', 1), ('海瑞', 1), ('缘', 1), ('号', 1), ('路', 1), ('快餐', 1), ('中式', 1), ('玉祁镇', 1), ('西侧', 1)]"
重庆市重庆市渝中区,"[('号', 4), ('大坪', 3), ('A', 3), ('）', 3), ('代收', 3), ('鑫城', 3), ('（', 3), ('楼', 3), ('栋', 3), ('杨强', 3), ('嘉华', 3), ('国际', 2), ('12', 1), ('大厦', 1), ('101', 1), ('18', 1), ('8099', 1), ('S', 1), ('平安', 1), ('中安', 1), ('金融中心', 1), ('20', 1), ('2013', 1), ('19', 1)]"
陕西省西安市新城区杨旭区峰18991大道,"[('智能', 1), ('西安市', 1), ('95', 1), ('新城区', 1), ('18991', 1), ('西一路', 1), ('广场', 1), ('大道', 1), ('杨旭区峰', 1), ('号', 1), ('西厅', 1), ('三楼', 1), ('a15', 1), ('海星', 1)]"
广东省深圳市龙岗区新安路,"[('号', 2), ('1', 1), ('新安', 1), ('北楼', 1), ('商业广场', 1), ('A5', 1), ('商铺', 1), ('宝银', 1), ('路', 1), ('一层', 1), ('龙岗区', 1)]"
广东省汕尾市陆河县,"[(')', 1), ('商场', 1), ('路金', 1), ('三楼', 1), ('人民', 1), ('德丰', 1), ('(', 1)]"
浙江省宁波市镇海区清泉路,"[('世家', 4), ('255', 4), ('号', 4), ('清泉', 4), ('路', 4), ('公园', 4), ('室', 2), ('9654', 1), ('8086JKK', 1), ('JKK', 1), ('26', 1), ('8088JKK', 1), ('栋', 1), ('8877', 1)]"
广东省广州市天河区西四街,"[('1', 2), ('棠', 2), ('街道', 1), ('西四', 1), ('栎', 1), ('-', 1), ('街', 1), ('李广', 1), ('德花苑', 1), ('下', 1), ('号', 1), ('C4', 1)]"
上海市上海市静安区长安路,"[('路', 5), ('长安', 5), ('号', 3), ('号亮', 2), ('田', 2), ('啊', 2), ('1311', 1), ('公寓', 1), ('1361', 1), ('58zl', 1), ('-', 1), ('宾馆', 1), ('1348', 1), ('4', 1), ('填', 1), ('天目', 1), ('东奥', 1), ('大亮', 1), ('1320', 1), ('大楼', 1), ('街道', 1), ('填馆', 1), ('足浴', 1), ('1315', 1), ('西路', 1)]"
广东省深圳市宝安区马山头康明居四巷,"[('四巷', 3), ('康明', 3), ('马', 3), ('居', 3), ('山头', 3), ('福临', 2), ('7', 2), ('号', 2), ('街道', 1), ('阁', 1), ('富林格', 1), ('602', 1), ('阁代', 1), ('公明', 1), ('七号', 1)]"
江西省上饶市信州区,"[('医院', 1), ('市', 1), ('公交车站', 1), ('-', 1), ('人民', 1)]"
广西壮族自治区南宁市西乡塘区,"[('西建', 3), ('华府', 3), ('水岸', 3), ('-', 2), ('大道', 2), ('(', 2), (')', 2), ('1', 1), ('号楼', 1), ('1317', 1), ('路', 1), ('星光', 1), ('天域', 1), ('安吉', 1), ('原', 1), ('香格里拉', 1), ('路口', 1), ('二楼', 1), ('号', 1), ('秀灵路', 1), ('西门', 1), ('北门', 1), ('高新', 1), ('江南', 1), ('34', 1), ('安阳', 1)]"
山西省太原市迎泽区后铁匠巷,"[('巷', 1), ('号成', 1), ('后', 1), ('5', 1), ('铁匠', 1)]"
河南省新乡市长垣县,"[('赵记', 7), ('浦东', 6), ('南关', 5), ('街道', 5), ('区', 3), ('小学', 3), ('老赵', 2), ('美食城', 2), ('东区', 2), ('蒲', 2), ('麻辣烫', 1), ('路', 1), ('小吃', 1), ('烩面', 1), ('宾馆', 1), ('万达', 1), ('影院', 1), ('图书馆', 1), ('往南', 1), ('皇朝', 1), ('足浴', 1), ('南北', 1)]"
山东省济南市天桥区济泺路,"[('街道', 1), ('92', 1), ('眼镜', 1), ('济泺路', 1), ('科技', 1), ('飞翔', 1), ('号', 1), ('泺', 1), ('2D47', 1), ('口', 1), ('城欣麦楼', 1), ('山东', 1)]"
山东省济南市市中区,"[('臭臭', 1)]"
广西壮族自治区南宁市兴宁区,"[('西南', 15), ('昊天', 14), ('商都', 12), ('二楼', 8), ('2505', 7), ('路', 6), ('朝阳路', 6), ('共和', 6), ('朝阳', 6), ('1', 5), ('-', 5), ('411', 5), ('108', 5), ('一层', 5), ('街道', 5), ('负', 5), ('通信', 4), ('青云街', 4), ('.', 4), ('三楼', 4), ('楼', 3), ('广场', 3), ('通讯', 3), ('B25', 3), ('民生路', 3), ('北', 2), ('室', 2), ('b25', 2), ('饭店', 2), ('数码港', 2), ('三里', 2), ('南宁', 2), ('3', 2), ('商者', 2), ('者', 1), ('凌', 1), ('公寓', 1), ('8', 1), ('702', 1), ('商务大厦', 1), ('1111', 1), ('店铺', 1), ('百货大楼', 1), ('新', 1), ('1109', 1), ('柜台', 1), ('先生', 1), ('寓', 1), ('格兰', 1), ('号房', 1), ('城', 1), ('对面', 1), ('城三楼', 1), ('明豪', 1), ('17677148999', 1), ('下午', 1), ('到货', 1), ('明豪公', 1), ('数码城', 1), ('云天', 1), ('步行街', 1), ('405', 1), ('民生', 1), ('7.02', 1), ('悦荟', 1), ('兴宁', 1), ('G6', 1), ('派送', 1), ('街悦荟', 1), ('打', 1), ('路悦荟', 1), ('手机城', 1), ('南宁市', 1), ('民主', 1), ('825', 1)]"
河南省新乡市封丘县,"[('文化路', 2), ('县城', 2), ('中段', 2), ('单身公寓', 1)]"
四川省成都市双流区正西街,"[('9488', 1), ('正', 1), ('双流', 1), ('-', 1), ('广场', 1), ('区', 1), ('43', 1), ('缤纷', 1), ('(', 1), ('西街', 1), ('号', 1), ('）', 1), ('三楼', 1), ('华阳', 1)]"
江苏省宿迁市宿豫区,"[('小小', 2), ('17', 1), ('狗头', 1), ('仰化', 1), ('镇', 1), ('区', 1), ('号', 1), ('指定', 1)]"
广东省韶关市浈江区,"[('粤辉', 1), ('市场', 1), ('a2', 1)]"
