0;;七台河市;桃山区;桃山街道万宝小区,万宝小区,"{'local_addr': '黑龙江省七台河市桃山区', 'province': '黑龙江省', 'city': '七台河市', 'district': '桃山区'}",黑龙江省七台河市桃山区,"['七台河市', '桃山区', '桃山', '街道', '万宝小区']"
0;;上海市;嘉定区;全区南翔镇德园路1259弄中建溪岸澜庭42单元1808室,德园路1259弄,"{'local_addr': '上海市上海市嘉定区', 'province': '上海市', 'city': '上海市', 'district': '嘉定区'}",上海市上海市嘉定区,"['上海市', '嘉定区', '全区', '南翔镇', '德园路1259弄', '中', '建', '溪岸澜庭', '42', '单元', '1808', '室']"
0;;上海市;嘉定区;全区安亭墨玉路158,嘉定区,"{'local_addr': '上海市上海市嘉定区', 'province': '上海市', 'city': '上海市', 'district': '嘉定区'}",上海市上海市嘉定区,"['上海市', '嘉定区', '全区', '安亭', '墨玉路', '158']"
0;;上海市;宝山区;全区大场镇聚丰园路188弄学林苑89栋201,聚丰园路188弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '大场镇', '聚丰', '园路', '188弄学', '林苑', '89', '栋', '201']"
0;;上海市;宝山区;全区潘泾路4655弄9号702zl,潘泾路4655号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '潘泾路', '4655', '弄', '9', '号', '702zl']"
0;;上海市;宝山区;全区罗泾镇宝祥家园-159号7404h,罗泾镇社区,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '宝祥家园', '-', '159', '号', '7404', 'h']"
0;;上海市;宝山区;全区罗泾镇宝祥家园2栋159号7404h,罗泾镇社区,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '宝祥', '家', '园2', '栋', '159', '号', '7404', 'h']"
0;;上海市;宝山区;全区罗泾镇旭辉城2期9号702,旭辉城,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '旭辉城', '2期', '9', '号', '702']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄-77号902h,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '-', '7', '7', '号', '902', 'h']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄120期320号5004hd,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '120', '期', '320', '号', '5004hd']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄20期210号104hd,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '20', '期', '210', '号', '104', 'h', 'd']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄20期320号5004hd,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '20', '期', '320', '号', '5004hd']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄52期510号5204hH,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '52', '期', '510', '号', '5204hH']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄72期510号5204hH,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '72', '期', '510', '号', '5204hH']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄宝祥家园12栋159号1404h,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '宝祥家园', '12', '栋', '159', '号', '1404', 'h']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄宝祥家园212栋259号2404h,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '宝祥家园', '212', '栋', '259', '号', '2404', 'h']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄宝祥家园2栋159号7404h,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '宝祥', '家', '园2', '栋', '159', '号', '7404', 'h']"
0;;上海市;宝山区;全区罗泾镇潘沪路69弄宝祥家园312栋359号3404h,潘沪路69弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘沪路69弄', '宝祥家园', '312', '栋', '359', '号', '3404', 'h']"
0;;上海市;宝山区;全区罗泾镇潘泾路4655弄2期9号1404.,潘泾路4655号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘泾路', '4655', '弄', '2', '期', '9', '号', '1404']"
0;;上海市;宝山区;全区罗泾镇潘泾路4655弄9号702大海哥收,潘泾路4655号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘泾路', '4655', '弄', '9', '号', '702', '大海哥', '收']"
0;;上海市;宝山区;全区罗泾镇潘泾路旭辉城2期9号702幸伟诚,旭辉城,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘泾路旭', '辉城', '2期', '9', '号', '702', '幸伟', '诚']"
0;;上海市;宝山区;全区罗泾镇潘泾路旭辉城2期9号702袁涛,旭辉城,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '潘泾路旭', '辉城', '2期', '9', '号', '702', '袁涛']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-1078号19楼1905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '1078', '号', '19', '楼', '1905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-1078号9楼905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '1078', '号', '9', '楼', '905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-2078号29楼2905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '2078', '号', '29', '楼', '2905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-3078号39楼3905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '3', '078', '号', '39', '楼', '3905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-4078号49楼4905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '4078', '号', '49', '楼', '4905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-62号109楼905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '62', '号', '109', '楼', '905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗宁路3030弄-78号149楼905h,罗宁路3030号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗宁路', '3030', '弄', '-', '78', '号', '149楼', '905', 'h']"
0;;上海市;宝山区;全区罗泾镇罗泾镇宝祥家园22号9901hh,罗泾镇社区,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '罗泾镇', '宝祥', '家', '园22', '号', '9901hh']"
0;;上海市;宝山区;全区罗泾镇陈川路168弄陈川新苑-112号31栋314h,陈川路168,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路168弄', '陈川', '新苑', '-', '112', '号', '31', '栋', '314', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄-112号31栋314h,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '-', '112', '号', '31', '栋', '314', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄-152号109栋1204h,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '-', '152', '号', '109', '栋', '1204', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄-152号9栋1204h,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '-', '152', '号', '9', '栋', '1204', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄-252号209栋204h,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '-', '252', '号', '209', '栋', '204', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄-352号309栋304h,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '-', '352', '号', '309', '栋', '304', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄-452号409栋404h,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '-', '452', '号', '409', '栋', '404', 'h']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄104栋153单元255室hh,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '104', '栋', '153', '单元', '255室', 'hh']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄114栋202单元505室hh,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '114', '栋', '202', '单元', '505室hh']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄14栋502单元505室hh,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '14', '栋', '502', '单元', '505室hh']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄304栋353单元355室hh,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '304', '栋', '353', '单元', '355室', 'hh']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄宝祥家园22号9901hh,陈川路555号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '宝祥', '家', '园22', '号', '9901hh']"
0;;上海市;宝山区;全区罗泾镇陈川路555弄弄-1052号9栋1404hh,陈川路555弄,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈川路555弄', '弄', '-', '1052', '号', '9', '栋', '1404', 'h', 'h']"
0;;上海市;宝山区;全区罗泾镇陈镇路358弄-1078号9楼905h,上海市宝山区罗泾镇委员会,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '罗泾镇', '陈镇路', '358', '弄', '-', '1078', '号', '9', '楼', '905', 'h']"
0;;上海市;宝山区;全区陈川路168弄陈川新苑12栋11单元201室kb,陈川路168,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '全区', '陈川路168弄', '陈川', '新苑', '12', '栋', '11', '单元', '201室kb']"
0;;上海市;宝山区;罗泾镇潘泾路4655弄9号703,潘泾路4655号,"{'local_addr': '上海市上海市宝山区', 'province': '上海市', 'city': '上海市', 'district': '宝山区'}",上海市上海市宝山区,"['上海市', '宝山区', '罗泾镇', '潘泾路', '4655', '弄', '9', '号', '703']"
0;;上海市;徐汇区;枫林路街道东安一村34号205,东安一村,"{'local_addr': '上海市上海市徐汇区', 'province': '上海市', 'city': '上海市', 'district': '徐汇区'}",上海市上海市徐汇区,"['上海市', '徐汇区', '枫林路街道', '东安一村', '34', '号', '205']"
0;;上海市;普陀区;全区sfc上影(上海影城店),SFC上影国际影城,"{'local_addr': '上海市上海市普陀区', 'province': '上海市', 'city': '上海市', 'district': '普陀区'}",上海市上海市普陀区,"['上海市', '普陀区', '全区', 'sfc', '上影', '(', '上海', '影城店', ')']"
0;;上海市;普陀区;全区上海国际时尚中心,上海国际时尚中心,"{'local_addr': '上海市上海市杨浦区', 'province': '上海市', 'city': '上海市', 'district': '杨浦区'}",上海市上海市杨浦区,"['上海市', '普陀区', '全区', '上海国际时尚中心']"
0;;上海市;普陀区;全区上海小南国花园酒店,小南国花园酒店,"{'local_addr': '上海市上海市杨浦区', 'province': '上海市', 'city': '上海市', 'district': '杨浦区'}",上海市上海市杨浦区,"['上海市', '普陀区', '全区', '上海', '小南国花园酒店']"
0;;上海市;普陀区;全区嗯嗯便利店,普陀区,"{'local_addr': '上海市上海市普陀区', 'province': '上海市', 'city': '上海市', 'district': '普陀区'}",上海市上海市普陀区,"['上海市', '普陀区', '全区', '嗯嗯', '便利店']"
0;;上海市;普陀区;全区大悦城(上海),长风大悦城,"{'local_addr': '上海市上海市普陀区', 'province': '上海市', 'city': '上海市', 'district': '普陀区'}",上海市上海市普陀区,"['上海市', '普陀区', '全区', '大悦城', '(', '上海', ')']"
0;;上海市;普陀区;全区天目西路547号4-666 笑话,天目西路,"{'local_addr': '上海市上海市静安区', 'province': '上海市', 'city': '上海市', 'district': '静安区'}",上海市上海市静安区,"['上海市', '普陀区', '全区', '天目西路547号', '4', '-', '666', '笑', '话']"
0;;上海市;普陀区;全区饿了么公司,饿了么公司,"{'local_addr': '上海市上海市长宁区', 'province': '上海市', 'city': '上海市', 'district': '长宁区'}",上海市上海市长宁区,"['上海市', '普陀区', '全区', '饿了么公司']"
0;;上海市;松江区;全区上海市松江区城区龙腾路1015弄268号,龙腾路1015弄,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '上海市', '松江区', '城区', '龙腾路', '1015', '弄', '268', '号']"
0;;上海市;松江区;全区城区文诚路358号708,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '城区', '文诚路', '358', '号', '708']"
0;;上海市;松江区;全区城区文诚路358号708 Zk,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '城区', '文诚路', '358', '号', '708Zk']"
0;;上海市;松江区;全区文诚路358号708,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '文诚路', '358', '号', '708']"
0;;上海市;松江区;全区文诚路358号708,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '文诚路', '358', '号', '708']"
0;;上海市;松江区;全区文诚路358号708ZK,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '文诚路', '358', '号', '708ZK']"
0;;上海市;松江区;全区文诚路358号嘉和6号楼708,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '文诚路', '358', '号', '嘉和', '6', '号', '楼', '708']"
0;;上海市;松江区;全区文诚路358号嘉和商务中心708,文诚路358,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '文诚路', '358', '号', '嘉和', '商务中心', '708']"
0;;上海市;松江区;全区文诚路358弄嘉禾商务中心708,文诚路358弄,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '文诚路', '358', '弄', '嘉禾', '商务中心', '708']"
0;;上海市;松江区;全区新桥镇新北街330号全网通,新北街330号,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '新桥镇', '新北街', '330', '号', '全网通']"
0;;上海市;松江区;全区方松街道文汇路1002弄106号,文汇路1002号,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '方松街道', '文汇路', '1002', '弄', '106', '号']"
0;;上海市;松江区;全区滨湖路585弄世纪新城196号301,滨湖路585弄,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '滨湖路', '585', '弄', '世纪新城', '196', '号', '301']"
0;;上海市;松江区;全区龙腾路1015弄268号,龙腾路1015弄,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '龙腾路', '1015', '弄', '268', '号']"
0;;上海市;松江区;全区龙腾路1015弄268号206,龙腾路1015弄,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '龙腾路', '1015', '弄', '268', '号', '206']"
0;;上海市;松江区;全区龙腾路1015弄佘山溪语789号,龙腾路1015弄,"{'local_addr': '上海市上海市松江区', 'province': '上海市', 'city': '上海市', 'district': '松江区'}",上海市上海市松江区,"['上海市', '松江区', '全区', '龙腾路', '1015', '弄', '佘山', '溪语', '789', '号']"
0;;上海市;浦东新区;上海浦东新川路快递站浦东新区新川路386号-8228,新川路386号,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '上海', '浦东新', '川路', '快递站', '浦东新区', '新川路', '386', '号', '-', '8228']"
0;;上海市;浦东新区;全区上海浦东新区张江镇 香楠路276弄19号805,香楠路276弄,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '上海', '浦东新区', '张江镇', '香楠路', '276', '弄', '19', '号', '805']"
0;;上海市;浦东新区;全区众安路879弄19号601,众安路879弄,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '众安路', '879', '弄', '19', '号', '601']"
0;;上海市;浦东新区;全区众安路879弄7号1602,众安路879弄,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '众安路', '879弄7', '号', '1602']"
0;;上海市;浦东新区;全区众安路879弄7号601,众安路879弄,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '众安路', '879', '弄', '7', '号', '601']"
0;;上海市;浦东新区;全区广兰路248弄23号802,上海市浦东新区张江广兰路248弄13号101室,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '248', '弄', '23', '号', '802']"
0;;上海市;浦东新区;全区广兰路248弄23号917,上海市浦东新区张江广兰路248弄13号101室,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '248', '弄', '23', '号', '917']"
0;;上海市;浦东新区;全区广兰路248弄26号903,上海市浦东新区张江广兰路248弄13号101室,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '248', '弄', '26', '号', '903']"
0;;上海市;浦东新区;全区广兰路248弄35号905,上海市浦东新区张江广兰路248弄13号101室,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '248', '弄', '35', '号', '905']"
0;;上海市;浦东新区;全区广兰路248弄57号807,上海市浦东新区张江广兰路248弄13号101室,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '248', '弄', '57', '号', '807']"
0;;上海市;浦东新区;全区广兰路248弄8幢8号903,上海市浦东新区张江广兰路248弄13号101室,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '248', '弄', '8', '幢', '8', '号', '903']"
0;;上海市;浦东新区;全区广兰路56号BOSE大厦B座702,广兰路56,"{'local_addr': '上海市上海市浦东新区', 'province': '上海市', 'city': '上海市', 'district': '浦东新区'}",上海市上海市浦东新区,"['上海市', '浦东新区', '全区', '广兰路', '56', '号', 'BOSE大厦', 'B座702']"
